Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|P01780|HV307_HUMAN,0.15862680505046695,22.651177396696557,,0.2584778705381836,,0.15862680505046695,0.2584778705381836,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Immunoglobulin heavy variable 3-7,IGHV3-7,IGHV3-7,P01780,HV307_HUMAN,SwissProt
sp|P00491|PNPH_HUMAN,-0.38788907589661126,16.5583876735274,,0.2587516229180765,,-0.38788907589661126,0.2587516229180765,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Purine nucleoside phosphorylase,PNP,PNP,P00491,PNPH_HUMAN,SwissProt
sp|P25311|ZA2G_HUMAN,0.4166496676275571,18.4830760218387,,0.2589017664608421,,0.4166496676275571,0.2589017664608421,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Zinc-alpha-2-glycoprotein,AZGP1,AZGP1,P25311,ZA2G_HUMAN,SwissProt
sp|Q8IUE6|H2A2B_HUMAN,-0.8767719417072657,18.43254049407652,,0.2589343612224684,,-0.8767719417072657,0.2589343612224684,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Histone H2A type 2-B,H2AC21,H2AC21,Q8IUE6,H2A2B_HUMAN,SwissProt
sp|P14618|KPYM_HUMAN,-0.32729194818500956,19.804547449595905,,0.25897887432641825,,-0.32729194818500956,0.25897887432641825,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Pyruvate kinase PKM,PKM,PKM,P14618,KPYM_HUMAN,SwissProt
sp|Q15042|RB3GP_HUMAN,-0.526851106031262,10.33317974476571,,0.2593946646386686,,-0.526851106031262,0.2593946646386686,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,RAB3GAP1,Q15042,RB3GP_HUMAN,SwissProt
sp|Q7Z2W4|ZCCHV_HUMAN,-1.6819856377853486,9.299926474967632,,0.25965026380920114,,-1.6819856377853486,0.25965026380920114,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Zinc finger CCCH-type antiviral protein 1,ZC3HAV1,ZC3HAV1,Q7Z2W4,ZCCHV_HUMAN,SwissProt
sp|O00160|MYO1F_HUMAN,-0.46057846377583744,15.132833119836109,,0.2597875376454815,,-0.46057846377583744,0.2597875376454815,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Unconventional myosin-If,MYO1F,MYO1F,O00160,MYO1F_HUMAN,SwissProt
sp|Q8IUK5|PLDX1_HUMAN,-0.22333156690436068,19.051230872771995,,0.25981187131103184,,-0.22333156690436068,0.25981187131103184,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Plexin domain-containing protein 1,PLXDC1,PLXDC1,Q8IUK5,PLDX1_HUMAN,SwissProt
sp|P07333|CSF1R_HUMAN,0.16643108025079573,19.975193463186415,,0.2600636382955433,,0.16643108025079573,0.2600636382955433,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Macrophage colony-stimulating factor 1 receptor,CSF1R,CSF1R,P07333,CSF1R_HUMAN,SwissProt
sp|P07093|GDN_HUMAN,-0.40399525832295347,19.187349280105646,,0.26031000110424396,,-0.40399525832295347,0.26031000110424396,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Glia-derived nexin,SERPINE2,SERPINE2,P07093,GDN_HUMAN,SwissProt
sp|O14745|NHRF1_HUMAN,-0.2878860108489686,13.935697667445174,,0.2603448757916052,,-0.2878860108489686,0.2603448757916052,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5589325016994914,False,Not significant,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,NHERF1,NHERF1,O14745,NHRF1_HUMAN,SwissProt
sp|P05997|CO5A2_HUMAN,0.37076190932065384,16.582334014685298,,0.26170987864065265,,0.37076190932065384,0.26170987864065265,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5609355730223308,False,Not significant,Collagen alpha-2(V) chain,COL5A2,COL5A2,P05997,CO5A2_HUMAN,SwissProt
sp|P01023|A2MG_HUMAN,0.378669480827312,24.74617414876843,,0.26185358209093873,,0.378669480827312,0.26185358209093873,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5609355730223308,False,Not significant,Alpha-2-macroglobulin,A2M,A2M,P01023,A2MG_HUMAN,SwissProt
sp|P42566|EPS15_HUMAN,0.5662414553437543,10.31511570377788,,0.2620159584512203,,0.5662414553437543,0.2620159584512203,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5609355730223308,False,Not significant,Epidermal growth factor receptor substrate 15,EPS15,EPS15,P42566,EPS15_HUMAN,SwissProt
sp|Q96PD5|PGRP2_HUMAN,0.2991960742598227,19.45191086406722,,0.26229613685966424,,0.2991960742598227,0.26229613685966424,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5610086229268616,False,Not significant,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,PGLYRP2,Q96PD5,PGRP2_HUMAN,SwissProt
sp|P18627|LAG3_HUMAN,0.40240776139612405,15.542533725561976,,0.26283532956277494,,0.40240776139612405,0.26283532956277494,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5616350060010561,False,Not significant,Lymphocyte activation gene 3 protein,LAG3,LAG3,P18627,LAG3_HUMAN,SwissProt
sp|P19827|ITIH1_HUMAN,0.13978798014046084,30.48477085845394,,0.26366305224852615,,0.13978798014046084,0.26366305224852615,,,,,,,50,Mixed-effects model (Wald F-test on time),0.562018928514678,False,Not significant,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,ITIH1,P19827,ITIH1_HUMAN,SwissProt
sp|Q9HD45|TM9S3_HUMAN,-1.5379146176470526,8.512088693954245,,0.26371801664646977,,-1.5379146176470526,0.26371801664646977,,,,,,,50,Mixed-effects model (Wald F-test on time),0.562018928514678,False,Not significant,Transmembrane 9 superfamily member 3,TM9SF3,TM9SF3,Q9HD45,TM9S3_HUMAN,SwissProt
sp|O60884|DNJA2_HUMAN,-0.45130460756698054,12.29374135852734,,0.2640220702705763,,-0.45130460756698054,0.2640220702705763,,,,,,,50,Mixed-effects model (Wald F-test on time),0.562018928514678,False,Not significant,DnaJ homolog subfamily A member 2,DNAJA2,DNAJA2,O60884,DNJA2_HUMAN,SwissProt
sp|P35237|SPB6_HUMAN,-0.38247667630249615,14.672189286875366,,0.2642317055324718,,-0.38247667630249615,0.2642317055324718,,,,,,,50,Mixed-effects model (Wald F-test on time),0.562018928514678,False,Not significant,Serpin B6,SERPINB6,SERPINB6,P35237,SPB6_HUMAN,SwissProt
sp|P07951|TPM2_HUMAN,-0.30514393863704325,18.29766809204547,,0.2642474962139188,,-0.30514393863704325,0.2642474962139188,,,,,,,50,Mixed-effects model (Wald F-test on time),0.562018928514678,False,Not significant,Tropomyosin beta chain,TPM2,TPM2,P07951,TPM2_HUMAN,SwissProt
sp|A0A0C4DH34|HV428_HUMAN,0.27929045019167315,15.91031245784418,,0.26453023128100717,,0.27929045019167315,0.26453023128100717,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5620959248095958,False,Not significant,Immunoglobulin heavy variable 4-28,IGHV4-28,IGHV4-28,A0A0C4DH34,HV428_HUMAN,SwissProt
sp|P24534|EF1B_HUMAN,-0.25039471698591403,13.388751629648766,,0.2655395068855884,,-0.25039471698591403,0.2655395068855884,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5637151542822547,False,Not significant,Elongation factor 1-beta,EEF1B2,EEF1B2,P24534,EF1B_HUMAN,SwissProt
sp|Q14314|FGL2_HUMAN,-0.2885695755392884,14.346891011949337,,0.2660245956859531,,-0.2885695755392884,0.2660245956859531,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5642196075943935,False,Not significant,Fibroleukin,FGL2,FGL2,Q14314,FGL2_HUMAN,SwissProt
sp|A0A0G2JS06|LV539_HUMAN,-0.24321102511577877,15.81683120012234,,0.26672714127957675,,-0.24321102511577877,0.26672714127957675,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5646438745938677,False,Not significant,Immunoglobulin lambda variable 5-39,IGLV5-39,IGLV5-39,A0A0G2JS06,LV539_HUMAN,SwissProt
sp|Q13561|DCTN2_HUMAN,0.3212067102762204,15.39189042109426,,0.26708022731743675,,0.3212067102762204,0.26708022731743675,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5646438745938677,False,Not significant,Dynactin subunit 2,DCTN2,DCTN2,Q13561,DCTN2_HUMAN,SwissProt
sp|P00367|DHE3_HUMAN,-0.6490350638708914,11.687307176948494,,0.2671249014769574,,-0.6490350638708914,0.2671249014769574,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5646438745938677,False,Not significant,"Glutamate dehydrogenase 1, mitochondrial",GLUD1,GLUD1,P00367,DHE3_HUMAN,SwissProt
sp|P00403|COX2_HUMAN,-0.4206661769723752,12.820637449465925,,0.26721523714332596,,-0.4206661769723752,0.26721523714332596,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5646438745938677,False,Not significant,Cytochrome c oxidase subunit 2,MT-CO2,MT-CO2,P00403,COX2_HUMAN,SwissProt
sp|P04062|GBA1_HUMAN,-0.32710148159389885,14.315451021204133,,0.2679210884917934,,-0.32710148159389885,0.2679210884917934,,,,,,,50,Mixed-effects model (Wald F-test on time),0.564967034237073,False,Not significant,Lysosomal acid glucosylceramidase,GBA1,GBA1,P04062,GBA1_HUMAN,SwissProt
sp|Q9BX93|PG12B_HUMAN,0.2807019622711223,11.890423730245198,,0.26813289746590585,,0.2807019622711223,0.26813289746590585,,,,,,,50,Mixed-effects model (Wald F-test on time),0.564967034237073,False,Not significant,Group XIIB secretory phospholipase A2-like protein,PLA2G12B,PLA2G12B,Q9BX93,PG12B_HUMAN,SwissProt
sp|O75347|TBCA_HUMAN,-0.7365241087220642,11.849816568547569,,0.26829387563723356,,-0.7365241087220642,0.26829387563723356,,,,,,,50,Mixed-effects model (Wald F-test on time),0.564967034237073,False,Not significant,Tubulin-specific chaperone A,TBCA,TBCA,O75347,TBCA_HUMAN,SwissProt
sp|P61923|COPZ1_HUMAN,-0.27711178990292074,13.362207638887972,,0.2685697371157414,,-0.27711178990292074,0.2685697371157414,,,,,,,50,Mixed-effects model (Wald F-test on time),0.564967034237073,False,Not significant,Coatomer subunit zeta-1,COPZ1,COPZ1,P61923,COPZ1_HUMAN,SwissProt
sp|Q9BVK6|TMED9_HUMAN,-0.9153995235759799,13.481078792865372,,0.26860713382148554,,-0.9153995235759799,0.26860713382148554,,,,,,,50,Mixed-effects model (Wald F-test on time),0.564967034237073,False,Not significant,Transmembrane emp24 domain-containing protein 9,TMED9,TMED9,Q9BVK6,TMED9_HUMAN,SwissProt
sp|Q9NT99|LRC4B_HUMAN,0.40515727623434195,13.28057114050313,,0.269497451047244,,0.40515727623434195,0.269497451047244,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5656410749537369,False,Not significant,Leucine-rich repeat-containing protein 4B,LRRC4B,LRRC4B,Q9NT99,LRC4B_HUMAN,SwissProt
sp|O94985|CSTN1_HUMAN,0.13262127674338658,18.631335994803493,,0.26992859938339564,,0.13262127674338658,0.26992859938339564,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5656410749537369,False,Not significant,Calsyntenin-1,CLSTN1,CLSTN1,O94985,CSTN1_HUMAN,SwissProt
sp|Q969T9|WBP2_HUMAN,-0.3682668854215674,13.308306725013383,,0.26998288377521007,,-0.3682668854215674,0.26998288377521007,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5656410749537369,False,Not significant,WW domain-binding protein 2,WBP2,WBP2,Q969T9,WBP2_HUMAN,SwissProt
sp|Q9UBG0|MRC2_HUMAN,0.3796098089876162,10.001151435925102,,0.27005082364981714,,0.3796098089876162,0.27005082364981714,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5656410749537369,False,Not significant,C-type mannose receptor 2,MRC2,MRC2,Q9UBG0,MRC2_HUMAN,SwissProt
sp|P30085|KCY_HUMAN,-1.7260361143170464,10.148476383456591,,0.27016803974764014,,-1.7260361143170464,0.27016803974764014,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5656410749537369,False,Not significant,UMP-CMP kinase,CMPK1,CMPK1,P30085,KCY_HUMAN,SwissProt
sp|P20700|LMNB1_HUMAN,0.43459660067726075,11.311461554025056,,0.27076150848996133,,0.43459660067726075,0.27076150848996133,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5663635223459742,False,Not significant,Lamin-B1,LMNB1,LMNB1,P20700,LMNB1_HUMAN,SwissProt
sp|O43294|TGFI1_HUMAN,0.25281969632927714,14.097145786715389,,0.2711295341379216,,0.25281969632927714,0.2711295341379216,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5666135085558766,False,Not significant,Transforming growth factor beta-1-induced transcript 1 protein,TGFB1I1,TGFB1I1,O43294,TGFI1_HUMAN,SwissProt
sp|P49758|RGS6_HUMAN,1.7077858020041112,9.581680041566097,,0.27162837073307733,,1.7077858020041112,0.27162837073307733,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5666386008690457,False,Not significant,Regulator of G-protein signaling 6,RGS6,RGS6,P49758,RGS6_HUMAN,SwissProt
sp|P35268|RL22_HUMAN,-0.574652364216063,11.565052612806475,,0.27171907472983275,,-0.574652364216063,0.27171907472983275,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5666386008690457,False,Not significant,Large ribosomal subunit protein eL22,RPL22,RPL22,P35268,RL22_HUMAN,SwissProt
sp|Q9BUN1|MENT_HUMAN,0.19605659689896876,17.756890003135833,,0.27188711813628774,,0.19605659689896876,0.27188711813628774,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5666386008690457,False,Not significant,Protein MENT,MENT,MENT,Q9BUN1,MENT_HUMAN,SwissProt
sp|Q5KU26|COL12_HUMAN,-0.23649059619701449,11.434957691835507,,0.2726809742869236,,-0.23649059619701449,0.2726809742869236,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5677740834467451,False,Not significant,Collectin-12,COLEC12,COLEC12,Q5KU26,COL12_HUMAN,SwissProt
sp|Q4V328|GRAP1_HUMAN,0.6330215171197453,10.06728238842227,,0.27316061723774926,,0.6330215171197453,0.27316061723774926,,,,,,,50,Mixed-effects model (Wald F-test on time),0.568044537720731,False,Not significant,GRIP1-associated protein 1,GRIPAP1,GRIPAP1,Q4V328,GRAP1_HUMAN,SwissProt
sp|P40197|GPV_HUMAN,-0.32286302426767977,18.307417761005443,,0.2733091481928254,,-0.32286302426767977,0.2733091481928254,,,,,,,50,Mixed-effects model (Wald F-test on time),0.568044537720731,False,Not significant,Platelet glycoprotein V,GP5,GP5,P40197,GPV_HUMAN,SwissProt
sp|Q5JRA6|TGO1_HUMAN,0.1929970432499081,17.114757779822405,,0.27372148521012934,,0.1929970432499081,0.27372148521012934,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5683305866506622,False,Not significant,Transport and Golgi organization protein 1 homolog,MIA3,MIA3,Q5JRA6,TGO1_HUMAN,SwissProt
sp|P42765|THIM_HUMAN,-1.3933559893584344,8.912940092490517,,0.2740273264220222,,-1.3933559893584344,0.2740273264220222,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5683305866506622,False,Not significant,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,ACAA2,P42765,THIM_HUMAN,SwissProt
sp|O95084|PRS23_HUMAN,-0.2335504613683891,11.814733737762605,,0.27419458127882823,,-0.2335504613683891,0.27419458127882823,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5683305866506622,False,Not significant,Serine protease 23,PRSS23,PRSS23,O95084,PRS23_HUMAN,SwissProt
sp|P51606|RENBP_HUMAN,-0.34007059660021915,11.685265851070127,,0.2750584146457691,,-0.34007059660021915,0.2750584146457691,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5691741442586249,False,Not significant,N-acylglucosamine 2-epimerase,RENBP,RENBP,P51606,RENBP_HUMAN,SwissProt
sp|P14923|PLAK_HUMAN,0.5334645602119253,12.93419300853569,,0.2752059342963819,,0.5334645602119253,0.2752059342963819,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5691741442586249,False,Not significant,Junction plakoglobin,JUP,JUP,P14923,PLAK_HUMAN,SwissProt
sp|O75083|WDR1_HUMAN,-0.4801054256067901,19.373174699651386,,0.27535047417423825,,-0.4801054256067901,0.27535047417423825,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5691741442586249,False,Not significant,WD repeat-containing protein 1,WDR1,WDR1,O75083,WDR1_HUMAN,SwissProt
sp|P49795|RGS19_HUMAN,-0.38236511289267916,12.050462376128385,,0.27627230594844804,,-0.38236511289267916,0.27627230594844804,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5705623709804905,False,Not significant,Regulator of G-protein signaling 19,RGS19,RGS19,P49795,RGS19_HUMAN,SwissProt
sp|P02652|APOA2_HUMAN,0.21989586708362832,23.507999320088725,,0.27726923372370665,,0.21989586708362832,0.27726923372370665,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5720025253561831,False,Not significant,Apolipoprotein A-II,APOA2,APOA2,P02652,APOA2_HUMAN,SwissProt
sp|Q6E0U4|DMKN_HUMAN,0.2146874065407281,15.070972071816662,,0.2774714004578678,,0.2146874065407281,0.2774714004578678,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5720025253561831,False,Not significant,Dermokine,DMKN,DMKN,Q6E0U4,DMKN_HUMAN,SwissProt
sp|P43251|BTD_HUMAN,0.1596088771493154,18.233292164834808,,0.27885775732394946,,0.1596088771493154,0.27885775732394946,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5725055942442394,False,Not significant,Biotinidase,BTD,BTD,P43251,BTD_HUMAN,SwissProt
sp|P35914|HMGCL_HUMAN,-2.728399924488329,7.751829639286256,,0.27888696429454984,,-2.728399924488329,0.27888696429454984,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5725055942442394,False,Not significant,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",HMGCL,HMGCL,P35914,HMGCL_HUMAN,SwissProt
sp|Q13526|PIN1_HUMAN,-1.144648837011931,10.391882121428702,,0.27898005333759374,,-1.144648837011931,0.27898005333759374,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5725055942442394,False,Not significant,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,PIN1,Q13526,PIN1_HUMAN,SwissProt
sp|P08754|GNAI3_HUMAN,-0.1760198167546299,17.269447316413093,,0.27902034878032045,,-0.1760198167546299,0.27902034878032045,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5725055942442394,False,Not significant,Guanine nucleotide-binding protein G(i) subunit alpha-3,GNAI3,GNAI3,P08754,GNAI3_HUMAN,SwissProt
sp|Q2M389|WASC4_HUMAN,-0.3767854964777869,11.79229188807619,,0.2791693835622786,,-0.3767854964777869,0.2791693835622786,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5725055942442394,False,Not significant,WASH complex subunit 4,WASHC4,WASHC4,Q2M389,WASC4_HUMAN,SwissProt
sp|Q9Y5P4|CERT_HUMAN,2.0459060037302215,10.024057008198996,,0.27952590916306064,,2.0459060037302215,0.27952590916306064,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5725055942442394,False,Not significant,Ceramide transfer protein,CERT1,CERT1,Q9Y5P4,CERT_HUMAN,SwissProt
sp|Q9H3G5|CPVL_HUMAN,-0.3341862892613605,14.556388438698798,,0.2797062281378098,,-0.3341862892613605,0.2797062281378098,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5725055942442394,False,Not significant,Probable serine carboxypeptidase CPVL,CPVL,CPVL,Q9H3G5,CPVL_HUMAN,SwissProt
sp|P00734|THRB_HUMAN,0.09243540803392955,30.50847088046573,,0.2797242245561766,,0.09243540803392955,0.2797242245561766,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5725055942442394,False,Not significant,Prothrombin,F2,F2,P00734,THRB_HUMAN,SwissProt
sp|Q7L591|DOK3_HUMAN,-0.3896448462121388,13.70960828149109,,0.28072566894488754,,-0.3896448462121388,0.28072566894488754,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,Docking protein 3,DOK3,DOK3,Q7L591,DOK3_HUMAN,SwissProt
sp|P08476|INHBA_HUMAN,0.3677359081629136,10.69343409348118,,0.2807972121782119,,0.3677359081629136,0.2807972121782119,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,Inhibin beta A chain,INHBA,INHBA,P08476,INHBA_HUMAN,SwissProt
sp|Q10469|MGAT2_HUMAN,0.16327750729601967,13.017836407150837,,0.2813553842336259,,0.16327750729601967,0.2813553842336259,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2,MGAT2,Q10469,MGAT2_HUMAN,SwissProt
sp|P98172|EFNB1_HUMAN,0.37699741034866857,11.511714814814773,,0.2813715169324986,,0.37699741034866857,0.2813715169324986,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,Ephrin-B1,EFNB1,EFNB1,P98172,EFNB1_HUMAN,SwissProt
sp|Q16881|TRXR1_HUMAN,-1.4621294884649847,9.26747021885402,,0.2814711771686777,,-1.4621294884649847,0.2814711771686777,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,TXNRD1,Q16881,TRXR1_HUMAN,SwissProt
sp|P30273|FCERG_HUMAN,-0.41991780857206423,15.165003474771739,,0.2816460762593772,,-0.41991780857206423,0.2816460762593772,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,High affinity immunoglobulin epsilon receptor subunit gamma,FCER1G,FCER1G,P30273,FCERG_HUMAN,SwissProt
sp|P27797|CALR_HUMAN,0.17896590963366366,19.90101206553521,,0.2816647350456588,,0.17896590963366366,0.2816647350456588,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,Calreticulin,CALR,CALR,P27797,CALR_HUMAN,SwissProt
sp|P49407|ARRB1_HUMAN,-0.5142240513710123,14.939263858720851,,0.2820310084201853,,-0.5142240513710123,0.2820310084201853,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,Beta-arrestin-1,ARRB1,ARRB1,P49407,ARRB1_HUMAN,SwissProt
sp|P50552|VASP_HUMAN,-0.42648724525645293,17.545795568918,,0.2821228531499771,,-0.42648724525645293,0.2821228531499771,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5727872708654923,False,Not significant,Vasodilator-stimulated phosphoprotein,VASP,VASP,P50552,VASP_HUMAN,SwissProt
sp|P08758|ANXA5_HUMAN,-0.11391695719163426,15.793959064692853,,0.28314264495197367,,-0.11391695719163426,0.28314264495197367,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5739721107294192,False,Not significant,Annexin A5,ANXA5,ANXA5,P08758,ANXA5_HUMAN,SwissProt
sp|Q06033|ITIH3_HUMAN,0.14545398730299924,28.5318015421604,,0.2832099230572792,,0.14545398730299924,0.2832099230572792,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5739721107294192,False,Not significant,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,ITIH3,Q06033,ITIH3_HUMAN,SwissProt
sp|P53990|IST1_HUMAN,0.5211031903243023,11.886647453817831,,0.28351769927397513,,0.5211031903243023,0.28351769927397513,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5740855722421522,False,Not significant,IST1 homolog,IST1,IST1,P53990,IST1_HUMAN,SwissProt
sp|Q9UFN0|NPS3A_HUMAN,-0.5814789105076964,13.370516296636747,,0.2837863004731039,,-0.5814789105076964,0.2837863004731039,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5741195785968739,False,Not significant,Protein NipSnap homolog 3A,NIPSNAP3A,NIPSNAP3A,Q9UFN0,NPS3A_HUMAN,SwissProt
sp|Q96LA6|FCRL1_HUMAN,0.5358646164277677,11.223882613766365,,0.28436526780640775,,0.5358646164277677,0.28436526780640775,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5745352706457105,False,Not significant,Fc receptor-like protein 1,FCRL1,FCRL1,Q96LA6,FCRL1_HUMAN,SwissProt
sp|Q92888|ARHG1_HUMAN,-0.41216881903637975,11.354622428550684,,0.2844957546311435,,-0.41216881903637975,0.2844957546311435,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5745352706457105,False,Not significant,Rho guanine nucleotide exchange factor 1,ARHGEF1,ARHGEF1,Q92888,ARHG1_HUMAN,SwissProt
sp|P01766|HV313_HUMAN,0.14404618396510355,20.75253457544989,,0.2856839648607933,,0.14404618396510355,0.2856839648607933,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5761359293191629,False,Not significant,Immunoglobulin heavy variable 3-13,IGHV3-13,IGHV3-13,P01766,HV313_HUMAN,SwissProt
sp|Q8NDA2|HMCN2_HUMAN,0.39721872210430703,11.754863172106214,,0.2859864322457469,,0.39721872210430703,0.2859864322457469,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5761359293191629,False,Not significant,Hemicentin-2,HMCN2,HMCN2,Q8NDA2,HMCN2_HUMAN,SwissProt
sp|Q9C0C9|UBE2O_HUMAN,0.5896699717190464,17.778747601739394,,0.286076927954146,,0.5896699717190464,0.286076927954146,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5761359293191629,False,Not significant,(E3-independent) E2 ubiquitin-conjugating enzyme,UBE2O,UBE2O,Q9C0C9,UBE2O_HUMAN,SwissProt
sp|Q5T750|KPLCE_HUMAN,-1.3769594494245767,11.594658540959783,,0.28654728861078155,,-1.3769594494245767,0.28654728861078155,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5761359293191629,False,Not significant,Protein KPLCE,KPLCE,KPLCE,Q5T750,KPLCE_HUMAN,SwissProt
sp|Q12913|PTPRJ_HUMAN,-0.07478860200479678,19.970607877952144,,0.2866042001186507,,-0.07478860200479678,0.2866042001186507,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5761359293191629,False,Not significant,Receptor-type tyrosine-protein phosphatase eta,PTPRJ,PTPRJ,Q12913,PTPRJ_HUMAN,SwissProt
sp|P06493|CDK1_HUMAN / sp|P11802|CDK4_HUMAN / sp|Q00535|CDK5_HUMAN / sp|Q07002|CDK18_HUMAN / sp|P24941|CDK2_HUMAN / sp|Q00526|CDK3_HUMAN / sp|Q00534|CDK6_HUMAN / sp|Q00537|CDK17_HUMAN / sp|Q14004|CDK13_HUMAN / sp|O94921|CDK14_HUMAN / sp|P50750|CDK9_HUMAN / sp|Q00536|CDK16_HUMAN / sp|Q9NYV4|CDK12_HUMAN / sp|Q96Q40|CDK15_HUMAN,-0.33703805119432845,14.842029424300637,,0.2869763401448547,,-0.33703805119432845,0.2869763401448547,,,,,,,50,Mixed-effects model (Wald F-test on time),0.5761359293191629,False,Not significant,Cyclin-dependent kinase 1,CDK1 / CDK4 / CDK5 / CDK18 / CDK2 / CDK3 / CDK6 / CDK17 / CDK13 / CDK14 / CDK9 / CDK16 / CDK12 / CDK15,CDK1 / CDK4 / CDK5 / CDK18 / CDK2 / CDK3 / CDK6 / CDK17 / CDK13 / CDK14 / CDK9 / CDK16 / CDK12 / CDK15,P06493,,
